Alegría-Dulantzi,id01001
Aribe,id31034
Armañanzas,id31035
Arróniz,id31036
Arruazu,id31037
Artajona,id31038
Artazu,id31039
Atez/Atetz,id31040
Ayegui/Aiegi,id31041
Azagra,id31042
Azuelo,id31043
Bakaiku,id31044
Barásoain,id31045
Barbarin,id31046
Bargota,id31047
Barillas,id31048
Basaburua,id31049
Baztan,id31050
Beire,id31051
Belascoáin,id31052
Berbinzana,id31053
Bertizarana,id31054
Betelu,id31055
Biurrun-Olcoz,id31056
Buñuel,id31057
Auritz/Burguete,id31058
Burgui/Burgi,id31059
Burlada/Burlata,id31060
"Busto, El",id31061
Cabanillas,id31062
Cabredo,id31063
Cadreita,id31064
Caparroso,id31065
Cárcar,id31066
Carcastillo,id31067
Cascante,id31068
Cáseda,id31069
Castejón,id31070
Castillonuevo,id31071
Cintruénigo,id31072
Ziordia,id31073
Cirauqui/Zirauki,id31074
Ciriza/Ziritza,id31075
Cizur,id31076
Corella,id31077
Cortes,id31078
Desojo,id31079
Dicastillo,id31080
Donamaria,id31081
Etxalar,id31082
Echarri,id31083
Etxarri Aranatz,id31084
Etxauri,id31085
Valle de Egüés/Eguesibar,id31086
Elgorriaga,id31087
Noáin (Valle de Elorz)/Noain (Elortzibar),id31088
Enériz/Eneritz,id31089
Eratsun,id31090
Ergoiena,id31091
Erro,id31092
Ezcároz/Ezkaroze,id31093
Eslava,id31094
Esparza de Salazar/Espartza Zaraitzu,id31095
Espronceda,id31096
Estella-Lizarra,id31097
Esteribar,id31098
Etayo,id31099
Eulate,id31100
Ezcabarte,id31101
Ezkurra,id31102
Ezprogui,id31103
Falces,id31104
Fitero,id31105
Fontellas,id31106
Funes,id31107
Fustiñana,id31108
Galar,id31109
Gallipienzo/Galipentzu,id31110
Gallués/Galoze,id31111
Garaioa,id31112
Garde,id31113
Garínoain,id31114
Garralda,id31115
Genevilla,id31116
Goizueta,id31117
Goñi,id31118
Güesa/Gorza,id31119
Guesálaz/Gesalatz,id31120
Guirguillano,id31121
Huarte/Uharte,id31122
Uharte Arakil,id31123
Ibargoiti,id31124
Igúzquiza,id31125
Imotz,id31126
Irañeta,id31127
Isaba/Izaba,id31128
Ituren,id31129
Iturmendi,id31130
Iza/Itza,id31131
Izagaondoa,id31132
Izalzu/Itzaltzu,id31133
Jaurrieta,id31134
Javier,id31135
Juslapeña,id31136
Beintza-Labaien,id31137
Lakuntza,id31138
Lana,id31139
Lantz,id31140
Lapoblación,id31141
Larraga,id31142
Larraona,id31143
Larraun,id31144
Lazagurría,id31145
Leache/Leatxe,id31146
Legarda,id31147
Legaria,id31148
Leitza,id31149
Leoz/Leotz,id31150
Lerga,id31151
Lerín,id31152
Lesaka,id31153
Lezáun,id31154
Liédena,id31155
Lizoáin-Arriasgoiti,id31156
Lodosa,id31157
Lónguida/Longida,id31158
Lumbier,id31159
Luquin,id31160
Mañeru,id31161
Marañón,id31162
Marcilla,id31163
Mélida,id31164
Mendavia,id31165
Mendaza,id31166
Mendigorría,id31167
Metauten,id31168
Milagro,id31169
Mirafuentes,id31170
Miranda de Arga,id31171
Monreal/Elo,id31172
Monteagudo,id31173
Morentin,id31174
Mues,id31175
Murchante,id31176
Murieta,id31177
Murillo el Cuende,id31178
Murillo el Fruto,id31179
Muruzábal,id31180
Navascués/Nabaskoze,id31181
Nazar,id31182
Obanos,id31183
Oco,id31184
Ochagavía/Otsagabia,id31185
Odieta,id31186
Oiz,id31187
Olaibar,id31188
Olazti/Olazagutía,id31189
Olejua,id31190
Olite/Erriberri,id31191
Olóriz/Oloritz,id31192
Cendea de Olza/Oltza Zendea,id31193
Ollo,id31194
Orbaizeta,id31195
Orbara,id31196
Orísoain,id31197
Oronz/Orontze,id31198
Oroz-Betelu/Orotz-Betelu,id31199
Oteiza,id31200
Pamplona/Iruña,id31201
Peralta/Azkoien,id31202
Petilla de Aragón,id31203
Piedramillera,id31204
Pitillas,id31205
Puente la Reina/Gares,id31206
Pueyo,id31207
Ribaforada,id31208
Romanzado,id31209
Roncal/Erronkari,id31210
Orreaga/Roncesvalles,id31211
Sada,id31212
Saldías,id31213
Salinas de Oro/Jaitz,id31214
San Adrián,id31215
Sangüesa/Zangoza,id31216
San Martín de Unx,id31217
Sansol,id31219
Santacara,id31220
Doneztebe/Santesteban,id31221
Sarriés/Sartze,id31222
Sartaguda,id31223
Sesma,id31224
Sorlada,id31225
Sunbilla,id31226
Tafalla,id31227
Tiebas-Muruarte de Reta,id31228
Tirapu,id31229
Torralba del Río,id31230
Torres del Río,id31231
Tudela,id31232
Tulebras,id31233
Ucar,id31234
Ujué,id31235
Ultzama,id31236
Unciti,id31237
Unzué/Untzue,id31238
Urdazubi/Urdax,id31239
Urdiain,id31240
Urraul Alto,id31241
Urraul Bajo,id31242
Urroz-Villa,id31243
Urroz,id31244
Urzainqui/Urzainki,id31245
Uterga,id31246
Uztárroz/Uztarroze,id31247
Luzaide/Valcarlos,id31248
Valtierra,id31249
Bera,id31250
Viana,id31251
Vidángoz/Bidankoze,id31252
Bidaurreta,id31253
Villafranca,id31254
Villamayor de Monjardín,id31255
Hiriberri/Villanueva de Aezkoa,id31256
Villatuerta,id31257
Villava/Atarrabia,id31258
Igantzi,id31259
Valle de Yerri/Deierri,id31260
Yesa,id31261
Zabalza/Zabaltza,id31262
Zubieta,id31263
Zugarramurdi,id31264
Zúñiga,id31265
Barañain,id31901
Berrioplano/Berriobeiti,id31902
Berriozar,id31903
Irurtzun,id31904
Beriáin,id31905
Orkoien,id31906
Zizur Mayor/Zizur Nagusia,id31907
Lekunberri,id31908
Allariz,id32001
Amoeiro,id32002
"Arnoia, A",id32003
Avión,id32004
Baltar,id32005
Bande,id32006
Baños de Molgas,id32007
Barbadás,id32008
"Barco de Valdeorras, O",id32009
Beade,id32010
Beariz,id32011
"Blancos, Os",id32012
Boborás,id32013
"Bola, A",id32014
"Bolo, O",id32015
Calvos de Randín,id32016
Carballeda de Valdeorras,id32017
Carballeda de Avia,id32018
"Carballiño, O",id32019
Cartelle,id32020
Castrelo do Val,id32021
Castrelo de Miño,id32022
Castro Caldelas,id32023
Celanova,id32024
Cenlle,id32025
Coles,id32026
Cortegada,id32027
Cualedro,id32028
Chandrexa de Queixa,id32029
Entrimo,id32030
Esgos,id32031
Xinzo de Limia,id32032
Gomesende,id32033
"Gudiña, A",id32034
"Irixo, O",id32035
Xunqueira de Ambía,id32036
Xunqueira de Espadanedo,id32037
Larouco,id32038
Laza,id32039
Leiro,id32040
Lobeira,id32041
Lobios,id32042
Maceda,id32043
Manzaneda,id32044
Maside,id32045
Melón,id32046
"Merca, A",id32047
"Mezquita, A",id32048
Montederramo,id32049
Monterrei,id32050
Muíños,id32051
Nogueira de Ramuín,id32052
Oímbra,id32053
Ourense,id32054
Paderne de Allariz,id32055
Padrenda,id32056
Parada de Sil,id32057
"Pereiro de Aguiar, O",id32058
"Peroxa, A",id32059
Petín,id32060
Piñor,id32061
Porqueira,id32062
"Pobra de Trives, A",id32063
Pontedeva,id32064
Punxín,id32065
Quintela de Leirado,id32066
Rairiz de Veiga,id32067
Ramirás,id32068
Ribadavia,id32069
San Xoán de Río,id32070
Riós,id32071
"Rúa, A",id32072
Rubiá,id32073
San Amaro,id32074
San Cibrao das Viñas,id32075
San Cristovo de Cea,id32076
Sandiás,id32077
Sarreaus,id32078
Taboadela,id32079
"Teixeira, A",id32080
Toén,id32081
Trasmiras,id32082
"Veiga, A",id32083
Verea,id32084
Verín,id32085
Viana do Bolo,id32086
Vilamarín,id32087
Vilamartín de Valdeorras,id32088
Vilar de Barrio,id32089
Vilar de Santos,id32090
Vilardevós,id32091
Vilariño de Conso,id32092
Allande,id33001
Aller,id33002
Amieva,id33003
Avilés,id33004
Belmonte de Miranda,id33005
Bimenes,id33006
Boal,id33007
Cabrales,id33008
Cabranes,id33009
Candamo,id33010
Cangas del Narcea,id33011
Cangas de Onís,id33012
Caravia,id33013
Carreño,id33014
Caso,id33015
Castrillón,id33016
Castropol,id33017
Coaña,id33018
Colunga,id33019
Corvera de Asturias,id33020
Cudillero,id33021
Degaña,id33022
"Franco, El",id33023
Gijón,id33024
Gozón,id33025
Grado,id33026
Grandas de Salime,id33027
Ibias,id33028
Illano,id33029
Illas,id33030
Langreo,id33031
Laviana,id33032
Lena,id33033
Valdés,id33034
Llanera,id33035
Llanes,id33036
Mieres,id33037
Morcín,id33038
Muros de Nalón,id33039
Nava,id33040
Navia,id33041
Noreña,id33042
Onís,id33043
Oviedo,id33044
Parres,id33045
Peñamellera Alta,id33046
Peñamellera Baja,id33047
Pesoz,id33048
Piloña,id33049
Ponga,id33050
Pravia,id33051
Proaza,id33052
Quirós,id33053
"Regueras, Las",id33054
Ribadedeva,id33055
Ribadesella,id33056
Ribera de Arriba,id33057
Riosa,id33058
Salas,id33059
San Martín del Rey Aurelio,id33060
San Martín de Oscos,id33061
Santa Eulalia de Oscos,id33062
San Tirso de Abres,id33063
Santo Adriano,id33064
Sariego,id33065
Siero,id33066
Sobrescobio,id33067
Somiedo,id33068
Soto del Barco,id33069
Tapia de Casariego,id33070
Taramundi,id33071
Teverga,id33072
Tineo,id33073
Vegadeo,id33074
Villanueva de Oscos,id33075
Villaviciosa,id33076
Villayón,id33077
Yernes y Tameza,id33078
Abarca de Campos,id34001
Abia de las Torres,id34003
Aguilar de Campoo,id34004
Alar del Rey,id34005
Alba de Cerrato,id34006
Amayuelas de Arriba,id34009
Ampudia,id34010
Amusco,id34011
Antigüedad,id34012
Arconada,id34015
Astudillo,id34017
Autilla del Pino,id34018
Autillo de Campos,id34019
Ayuela,id34020
Baltanás,id34022
Venta de Baños,id34023
Baquerín de Campos,id34024
Bárcena de Campos,id34025
Barruelo de Santullán,id34027
Báscones de Ojeda,id34028
Becerril de Campos,id34029
Belmonte de Campos,id34031
Berzosilla,id34032
Boada de Campos,id34033
Boadilla del Camino,id34034
Boadilla de Rioseco,id34035
Brañosera,id34036
Buenavista de Valdavia,id34037
Bustillo de la Vega,id34038
Bustillo del Páramo de Carrión,id34039
Calahorra de Boedo,id34041
Calzada de los Molinos,id34042
Capillas,id34045
Cardeñosa de Volpejera,id34046
Carrión de los Condes,id34047
Castil de Vela,id34048
Castrejón de la Peña,id34049
Castrillo de Don Juan,id34050
Castrillo de Onielo,id34051
Castrillo de Villavega,id34052
Castromocho,id34053
Cervatos de la Cueza,id34055
Cervera de Pisuerga,id34056
Cevico de la Torre,id34057
Cevico Navero,id34058
Cisneros,id34059
Cobos de Cerrato,id34060
Collazos de Boedo,id34061
Congosto de Valdavia,id34062
Cordovilla la Real,id34063
Cubillas de Cerrato,id34066
Dehesa de Montejo,id34067
Dehesa de Romanos,id34068
Dueñas,id34069
Espinosa de Cerrato,id34070
Espinosa de Villagonzalo,id34071
Frechilla,id34072
Fresno del Río,id34073
Frómista,id34074
Fuentes de Nava,id34076
Fuentes de Valdepero,id34077
Grijota,id34079
Guardo,id34080
Guaza de Campos,id34081
Hérmedes de Cerrato,id34082
Herrera de Pisuerga,id34083
Herrera de Valdecañas,id34084
Hontoria de Cerrato,id34086
Hornillos de Cerrato,id34087
Husillos,id34088
Itero de la Vega,id34089
Lagartos,id34091
Lantadilla,id34092
"Vid de Ojeda, La",id34093
Ledigos,id34094
Lomas,id34096
Magaz de Pisuerga,id34098
Manquillos,id34099
Mantinos,id34100
Marcilla de Campos,id34101
Mazariegos,id34102
Mazuecos de Valdeginate,id34103
Melgar de Yuso,id34104
Meneses de Campos,id34106
Micieces de Ojeda,id34107
Monzón de Campos,id34108
Moratinos,id34109
Mudá,id34110
Nogal de las Huertas,id34112
Olea de Boedo,id34113
Olmos de Ojeda,id34114
Osornillo,id34116
Palencia,id34120
Palenzuela,id34121
Páramo de Boedo,id34122
Paredes de Nava,id34123
Payo de Ojeda,id34124
Pedraza de Campos,id34125
Pedrosa de la Vega,id34126
Perales,id34127
Pino del Río,id34129
Piña de Campos,id34130
Población de Arroyo,id34131
Población de Campos,id34132
Población de Cerrato,id34133
Polentinos,id34134
Pomar de Valdivia,id34135
Poza de la Vega,id34136
Pozo de Urama,id34137
Prádanos de Ojeda,id34139
"Puebla de Valdavia, La",id34140
Quintana del Puente,id34141
Quintanilla de Onsoña,id34143
Reinoso de Cerrato,id34146
Renedo de la Vega,id34147
Requena de Campos,id34149
Respenda de la Peña,id34151
Revenga de Campos,id34152
Revilla de Collazos,id34154
Ribas de Campos,id34155
Riberos de la Cueza,id34156
Saldaña,id34157
Salinas de Pisuerga,id34158
San Cebrián de Campos,id34159
San Cebrián de Mudá,id34160
San Cristóbal de Boedo,id34161
San Mamés de Campos,id34163
San Román de la Cuba,id34165
Santa Cecilia del Alcor,id34167
Santa Cruz de Boedo,id34168
Santervás de la Vega,id34169
Santibáñez de Ecla,id34170
Santibáñez de la Peña,id34171
Santoyo,id34174
"Serna, La",id34175
Sotobañado y Priorato,id34176
Soto de Cerrato,id34177
Tabanera de Cerrato,id34178
Tabanera de Valdavia,id34179
Támara de Campos,id34180
Tariego de Cerrato,id34181
Torquemada,id34182
Torremormojón,id34184
Triollo,id34185
Valbuena de Pisuerga,id34186
Valdeolmillos,id34189
Valderrábano,id34190
Valde-Ucieza,id34192
Valle de Cerrato,id34196
Velilla del Río Carrión,id34199
Vertavillo,id34201
Villabasta de Valdavia,id34202
Villacidaler,id34204
Villaconancio,id34205
Villada,id34206
Villaeles de Valdavia,id34208
Villahán,id34210
Villaherreros,id34211
Villalaco,id34213
Villalba de Guardo,id34214
Villalcázar de Sirga,id34215
Villalcón,id34216
Villalobón,id34217
Villaluenga de la Vega,id34218
Villamartín de Campos,id34220
Villamediana,id34221
Villameriel,id34222
Villamoronta,id34223
Villamuera de la Cueza,id34224
Villamuriel de Cerrato,id34225
Villanueva del Rebollar,id34227
Villanuño de Valdavia,id34228
Villaprovedo,id34229
Villarmentero de Campos,id34230
Villarrabé,id34231
Villarramiel,id34232
Villasarracino,id34233
Villasila de Valdavia,id34234
Villaturde,id34236
Villaumbrales,id34237
Villaviudas,id34238
Villerías de Campos,id34240
Villodre,id34241
Villodrigo,id34242
Villoldo,id34243
Villota del Páramo,id34245
Villovieco,id34246
Osorno la Mayor,id34901
Valle del Retortillo,id34902
Loma de Ucieza,id34903
"Pernía, La",id34904
Agaete,id35001
Agüimes,id35002
Antigua,id35003
Arrecife,id35004
Artenara,id35005
Arucas,id35006
Betancuria,id35007
Firgas,id35008
Gáldar,id35009
Haría,id35010
Ingenio,id35011
Mogán,id35012
Moya,id35013
"Oliva, La",id35014
Pájara,id35015
"Palmas de Gran Canaria, Las",id35016
Puerto del Rosario,id35017
San Bartolomé,id35018
San Bartolomé de Tirajana,id35019
"Aldea de San Nicolás, La",id35020
Santa Brígida,id35021
Santa Lucía de Tirajana,id35022
Santa María de Guía de Gran Canaria,id35023
Teguise,id35024
Tejeda,id35025
Telde,id35026
Teror,id35027
Tías,id35028
Tinajo,id35029
Tuineje,id35030
Valsequillo de Gran Canaria,id35031
Valleseco,id35032
Vega de San Mateo,id35033
Yaiza,id35034
Arbo,id36001
Barro,id36002
Baiona,id36003
Bueu,id36004
Caldas de Reis,id36005
Cambados,id36006
Campo Lameiro,id36007
Cangas,id36008
"Cañiza, A",id36009
Catoira,id36010
Cerdedo,id36011
Cotobade,id36012
Covelo,id36013
Crecente,id36014
Cuntis,id36015
Dozón,id36016
"Estrada, A",id36017
Forcarei,id36018
Fornelos de Montes,id36019
Agolada,id36020
Gondomar,id36021
"Grove, O",id36022
"Guarda, A",id36023
Lalín,id36024
"Lama, A",id36025
Marín,id36026
Meaño,id36027
Meis,id36028
Moaña,id36029
Mondariz,id36030
Mondariz-Balneario,id36031
Moraña,id36032
Mos,id36033
"Neves, As",id36034
Nigrán,id36035
Oia,id36036
Pazos de Borbén,id36037
Pontevedra,id36038
"Porriño, O",id36039
Portas,id36040
Poio,id36041
Ponteareas,id36042
Ponte Caldelas,id36043
Pontecesures,id36044
Redondela,id36045
Ribadumia,id36046
Rodeiro,id36047
"Rosal, O",id36048
Salceda de Caselas,id36049
Salvaterra de Miño,id36050
Sanxenxo,id36051
Silleda,id36052
Soutomaior,id36053
Tomiño,id36054
Tui,id36055
Valga,id36056
Vigo,id36057
Vilaboa,id36058
Vila de Cruces,id36059
Vilagarcía de Arousa,id36060
Vilanova de Arousa,id36061
"Illa de Arousa, A",id36901
Abusejo,id37001
Agallas,id37002
Ahigal de los Aceiteros,id37003
Ahigal de Villarino,id37004
"Alameda de Gardón, La",id37005
"Alamedilla, La",id37006
Alaraz,id37007
Alba de Tormes,id37008
Alba de Yeltes,id37009
"Alberca, La",id37010
"Alberguería de Argañán, La",id37011
Alconada,id37012
Aldeacipreste,id37013
Aldeadávila de la Ribera,id37014
Aldea del Obispo,id37015
Aldealengua,id37016
Aldeanueva de Figueroa,id37017
Aldeanueva de la Sierra,id37018
Aldearrodrigo,id37019
Aldearrubia,id37020
Aldeaseca de Alba,id37021
Aldeaseca de la Frontera,id37022
Aldeatejada,id37023
Aldeavieja de Tormes,id37024
Aldehuela de la Bóveda,id37025
Aldehuela de Yeltes,id37026
Almenara de Tormes,id37027
Almendra,id37028
Anaya de Alba,id37029
Añover de Tormes,id37030
Arabayona de Mógica,id37031
Arapiles,id37032
Arcediano,id37033
"Arco, El",id37034
Armenteros,id37035
San Miguel del Robledo,id37036
"Atalaya, La",id37037
Babilafuente,id37038
Bañobárez,id37039
Barbadillo,id37040
Barbalos,id37041
Barceo,id37042
Barruecopardo,id37044
"Bastida, La",id37045
Béjar,id37046
Beleña,id37047
Bermellar,id37049
Berrocal de Huebra,id37050
Berrocal de Salvatierra,id37051
Boada,id37052
"Bodón, El",id37054
Bogajo,id37055
"Bouza, La",id37056
Bóveda del Río Almar,id37057
Brincones,id37058
Buenamadre,id37059
Buenavista,id37060
"Cabaco, El",id37061
Cabezabellosa de la Calzada,id37062
"Cabeza de Béjar, La",id37063
Cabeza del Caballo,id37065
Cabrerizos,id37067
Cabrillas,id37068
Calvarrasa de Abajo,id37069
Calvarrasa de Arriba,id37070
"Calzada de Béjar, La",id37071
Calzada de Don Diego,id37072
Calzada de Valdunciel,id37073
Campillo de Azaba,id37074
"Campo de Peñaranda, El",id37077
Candelario,id37078
Canillas de Abajo,id37079
Cantagallo,id37080
Cantalapiedra,id37081
Cantalpino,id37082
Cantaracillo,id37083
Carbajosa de la Sagrada,id37085
Carpio de Azaba,id37086
Carrascal de Barregas,id37087
Carrascal del Obispo,id37088
Casafranca,id37089
"Casas del Conde, Las",id37090
Casillas de Flores,id37091
Castellanos de Moriscos,id37092
Castillejo de Martín Viejo,id37096
Castraz,id37097
Cepeda,id37098
Cereceda de la Sierra,id37099
Cerezal de Peñahorcada,id37100
Cerralbo,id37101
"Cerro, El",id37102
Cespedosa de Tormes,id37103
Cilleros de la Bastida,id37104
Cipérez,id37106
Ciudad Rodrigo,id37107
Coca de Alba,id37108
Colmenar de Montemayor,id37109
Cordovilla,id37110
Cristóbal,id37112
"Cubo de Don Sancho, El",id37113
Chagarcía Medianero,id37114
Dios le Guarde,id37115
Doñinos de Ledesma,id37116
Doñinos de Salamanca,id37117
Ejeme,id37118
"Encina, La",id37119
Encina de San Silvestre,id37120
Encinas de Abajo,id37121
Encinas de Arriba,id37122
Encinasola de los Comendadores,id37123
Endrinal,id37124
Escurial de la Sierra,id37125
Espadaña,id37126
Espeja,id37127
Espino de la Orbada,id37128
Florida de Liébana,id37129
Forfoleda,id37130
Frades de la Sierra,id37131
"Fregeneda, La",id37132
Fresnedoso,id37133
Fresno Alhándiga,id37134
"Fuente de San Esteban, La",id37135
Fuenteguinaldo,id37136
Fuenteliante,id37137
Fuenterroble de Salvatierra,id37138
Fuentes de Béjar,id37139
Fuentes de Oñoro,id37140
Gajates,id37141
Galindo y Perahuy,id37142
Galinduste,id37143
Galisancho,id37144
Gallegos de Argañán,id37145
Gallegos de Solmirón,id37146
Garcibuey,id37147
Garcihernández,id37148
Garcirrey,id37149
Gejuelo del Barro,id37150
Golpejas,id37151
Gomecello,id37152
Guadramiro,id37154
Guijo de Ávila,id37155
Guijuelo,id37156
Herguijuela de Ciudad Rodrigo,id37157
Herguijuela de la Sierra,id37158
Herguijuela del Campo,id37159
Hinojosa de Duero,id37160
Horcajo de Montemayor,id37161
Horcajo Medianero,id37162
"Hoya, La",id37163
Huerta,id37164
Iruelos,id37165
Ituero de Azaba,id37166
Juzbado,id37167
Lagunilla,id37168
Larrodrigo,id37169
Ledesma,id37170
Ledrada,id37171
Linares de Riofrío,id37172
Lumbrales,id37173
Macotera,id37174
Machacón,id37175
Madroñal,id37176
"Maíllo, El",id37177
Malpartida,id37178
Mancera de Abajo,id37179
"Manzano, El",id37180
Martiago,id37181
Martinamor,id37182
Martín de Yeltes,id37183
Masueco,id37184
Castellanos de Villiquera,id37185
"Mata de Ledesma, La",id37186
Matilla de los Caños del Río,id37187
"Maya, La",id37188
Membribe de la Sierra,id37189
Mieza,id37190
"Milano, El",id37191
Miranda de Azán,id37192
Miranda del Castañar,id37193
Mogarraz,id37194
Molinillo,id37195
Monforte de la Sierra,id37196
Monleón,id37197
Monleras,id37198
Monsagro,id37199
Montejo,id37200
Montemayor del Río,id37201
Monterrubio de Armuña,id37202
Monterrubio de la Sierra,id37203
Morasverdes,id37204
Morille,id37205
Moríñigo,id37206
Moriscos,id37207
Moronta,id37208
Mozárbez,id37209
Narros de Matalayegua,id37211
Navacarros,id37212
Nava de Béjar,id37213
Nava de Francia,id37214
Nava de Sotrobal,id37215
Navales,id37216
Navalmoral de Béjar,id37217
Navamorales,id37218
Navarredonda de la Rinconada,id37219
Navasfrías,id37221
Negrilla de Palencia,id37222
Olmedo de Camaces,id37223
"Orbada, La",id37224
Pajares de la Laguna,id37225
Palacios del Arzobispo,id37226
Palaciosrubios,id37228
Palencia de Negrilla,id37229
Parada de Arriba,id37230
Parada de Rubiales,id37231
Paradinas de San Juan,id37232
Pastores,id37233
"Payo, El",id37234
Pedraza de Alba,id37235
Pedrosillo de Alba,id37236
Pedrosillo de los Aires,id37237
Pedrosillo el Ralo,id37238
"Pedroso de la Armuña, El",id37239
Pelabravo,id37240
Pelarrodríguez,id37241
Pelayos,id37242
"Peña, La",id37243
Peñacaballera,id37244
Peñaparda,id37245
Peñaranda de Bracamonte,id37246
Peñarandilla,id37247
Peralejos de Abajo,id37248
Peralejos de Arriba,id37249
Pereña de la Ribera,id37250
Peromingo,id37251
Pinedas,id37252
"Pino de Tormes, El",id37253
Pitiegua,id37254
Pizarral,id37255
Poveda de las Cintas,id37256
Pozos de Hinojo,id37257
Puebla de Azaba,id37258
Puebla de San Medel,id37259
Puebla de Yeltes,id37260
Puente del Congosto,id37261
Puertas,id37262
Puerto de Béjar,id37263
Puerto Seguro,id37264
Rágama,id37265
"Redonda, La",id37266
Retortillo,id37267
"Rinconada de la Sierra, La",id37268
Robleda,id37269
Robliza de Cojos,id37270
Rollán,id37271
Saelices el Chico,id37272
"Sagrada, La",id37273
Salamanca,id37274
Saldeana,id37275
Salmoral,id37276
Salvatierra de Tormes,id37277
San Cristóbal de la Cuesta,id37278
Sancti-Spíritus,id37279
Sanchón de la Ribera,id37280
Sanchón de la Sagrada,id37281
Sanchotello,id37282
Sando,id37283
San Esteban de la Sierra,id37284
San Felices de los Gallegos,id37285
San Martín del Castañar,id37286
San Miguel de Valero,id37287
San Morales,id37288
San Muñoz,id37289
San Pedro del Valle,id37290
San Pedro de Rozados,id37291
San Pelayo de Guareña,id37292
Santa María de Sando,id37293
Santa Marta de Tormes,id37294
Santiago de la Puebla,id37296
Santibáñez de Béjar,id37297
Santibáñez de la Sierra,id37298
Santiz,id37299
"Santos, Los",id37300
Sardón de los Frailes,id37301
Saucelle,id37302
"Sahugo, El",id37303
Sepulcro-Hilario,id37304
Sequeros,id37305
Serradilla del Arroyo,id37306
Serradilla del Llano,id37307
"Sierpe, La",id37309
Sieteiglesias de Tormes,id37310
Sobradillo,id37311
Sorihuela,id37312
Sotoserrano,id37313
Tabera de Abajo,id37314
"Tala, La",id37315
Tamames,id37316
Tarazona de Guareña,id37317
Tardáguila,id37318
"Tejado, El",id37319
Tejeda y Segoyuela,id37320
Tenebrón,id37321
Terradillos,id37322
Topas,id37323
Tordillos,id37324
"Tornadizo, El",id37325
Torresmenudas,id37327
Trabanca,id37328
Tremedal de Tormes,id37329
Valdecarros,id37330
Valdefuentes de Sangusín,id37331
Valdehijaderos,id37332
Valdelacasa,id37333
Valdelageve,id37334
Valdelosa,id37335
Valdemierque,id37336
Valderrodrigo,id37337
Valdunciel,id37338
Valero,id37339
Valsalabroso,id37340
Valverde de Valdelacasa,id37341
Valverdón,id37342
Vallejera de Riofrío,id37343
Vecinos,id37344
Vega de Tirados,id37345
"Veguillas, Las",id37346
"Vellés, La",id37347
Ventosa del Río Almar,id37348
"Vídola, La",id37349
Vilvestre,id37350
Villaflores,id37351
Villagonzalo de Tormes,id37352
Villalba de los Llanos,id37353
Villamayor,id37354
Villanueva del Conde,id37355
Villar de Argañán,id37356
Villar de Ciervo,id37357
Villar de Gallimazo,id37358
Villar de la Yegua,id37359
Villar de Peralonso,id37360
Villar de Samaniego,id37361
Villares de la Reina,id37362
Villares de Yeltes,id37363
Villarino de los Aires,id37364
Villarmayor,id37365
Villarmuerto,id37366
Villasbuenas,id37367
Villasdardo,id37368
Villaseco de los Gamitos,id37369
Villaseco de los Reyes,id37370
Villasrubias,id37371
Villaverde de Guareña,id37372
Villavieja de Yeltes,id37373
Villoria,id37374
Villoruela,id37375
Vitigudino,id37376
Yecla de Yeltes,id37377
Zamarra,id37378
Zamayón,id37379
Zarapicos,id37380
"Zarza de Pumareda, La",id37381
Zorita de la Frontera,id37382
Adeje,id38001
Agulo,id38002
Alajeró,id38003
Arafo,id38004
Arico,id38005
Arona,id38006
Barlovento,id38007
Breña Alta,id38008
Breña Baja,id38009
Buenavista del Norte,id38010
Candelaria,id38011
Fasnia,id38012
Frontera,id38013
Fuencaliente de la Palma,id38014
Garachico,id38015
Garafía,id38016
Granadilla de Abona,id38017
"Guancha, La",id38018
Guía de Isora,id38019
Güímar,id38020
Hermigua,id38021
Icod de los Vinos,id38022
San Cristóbal de La Laguna,id38023
"Llanos de Aridane, Los",id38024
"Matanza de Acentejo, La",id38025
"Orotava, La",id38026
"Paso, El",id38027
Puerto de la Cruz,id38028
Puntagorda,id38029
Puntallana,id38030
"Realejos, Los",id38031
"Rosario, El",id38032
San Andrés y Sauces,id38033
San Juan de la Rambla,id38034
San Miguel de Abona,id38035
San Sebastián de la Gomera,id38036
Santa Cruz de la Palma,id38037
Santa Cruz de Tenerife,id38038
Santa Úrsula,id38039
Santiago del Teide,id38040
"Sauzal, El",id38041
"Silos, Los",id38042
Tacoronte,id38043
"Tanque, El",id38044
Tazacorte,id38045
Tegueste,id38046
Tijarafe,id38047
Valverde,id38048
Valle Gran Rey,id38049
Vallehermoso,id38050
"Victoria de Acentejo, La",id38051
Vilaflor de Chasna,id38052
Villa de Mazo,id38053
"Pinar de El Hierro, El",id38901
Alfoz de Lloredo,id39001
Ampuero,id39002
Anievas,id39003
Arenas de Iguña,id39004
Argoños,id39005
Arnuero,id39006
Arredondo,id39007
"Astillero, El",id39008
Bárcena de Cicero,id39009
Bárcena de Pie de Concha,id39010
Bareyo,id39011
Cabezón de la Sal,id39012
Cabezón de Liébana,id39013
Cabuérniga,id39014
Camaleño,id39015
Camargo,id39016
Campoo de Yuso,id39017
Cartes,id39018
Castañeda,id39019
Castro-Urdiales,id39020
Cieza,id39021
Cillorigo de Liébana,id39022
Colindres,id39023
Comillas,id39024
"Corrales de Buelna, Los",id39025
Corvera de Toranzo,id39026
Campoo de Enmedio,id39027
Entrambasaguas,id39028
Escalante,id39029
